time,location,account,message,features
4/8/2020 13:33,Cheddarford,DerekNolan,a power line just fell on my taxi. I love cheryl more than life and noe she's tangeld in the wires,"tangeld,line,noe,life,power line,cheryl,taxi,wires,power"
4/8/2020 13:33,Scenic Vista,ChloeJohnson,"My power jsutust went out! hecko, @AlwaysSafePowerCompany???","power,power jsutust,alwayssafepowercompany,jsutust"
4/8/2020 13:34,Scenic Vista,ObnoxiousDebraIcecream,re: @DerekNolan you worry me,
4/8/2020 13:35,Northwest,TonyPeterson,@AlwaysSafePowerCompany Thanks for looking out for us! I'll be boiling my water just to be safe tho.,"tho,water,safe tho,alwayssafepowercompany"
4/8/2020 13:36,Oak Willow,LFuriousB,"re: It doesnít smell so good here, and itís not just @DerekNolan ës attitude :eyes: 
","smell,attitude,eyes,s attitude,s"
4/8/2020 13:36,Scenic Vista,CuriousSimsHouse2017,re: @DerekNolan Cult?? #Cult,",cult"
4/8/2020 13:36,Cheddarford,DerekNolan,@AlhwileaysSafePohwileerCompany are yuo still dancing hwilehile my TAXI is covered in pohwileerline???,"pohwileerline,yuo,taxi"
4/8/2020 13:36,Northwest,Perna2004,"re: @DerekNolan Kid, this doesn't make you look cool. It makes you look dumb.","kid,dereknolan kid"
4/8/2020 13:36,Northwest,ElwinJr, I wish I had that puppy.,puppy
4/8/2020 13:37,Northwest,CollierHorse82,re: @AlwaysSafePowerCompany Bottled water sounds like a good solution,"water,alwayssafepowercompany bottled water,solution,alwayssafepowercompany"
4/8/2020 13:37,Weston,SmartJLight,"re: ""@AlwaysSafePowerCompany theres no safety in the middle of disaster!!!""","disaster,middle,safety,alwayssafepowercompany"
4/8/2020 13:38,Old Town,SunnyDay, I can't get ot of here. Stuff fell of a lot of the old buildings and the street is a mess,"stuff,street,mess,buildings"
4/8/2020 13:38,Cheddarford,DerekNolan,this is the smell of the end of LIFE AS WE KNOW IT. the second I can smell SEWAGE in the street society is meaningless,"smell,life,street,street society,society,sewage"
4/8/2020 13:39,Southton,WileyLightScottie_Garcia,re: @DerekNolan Cult?? #Cult,",cult"
4/8/2020 13:39,Safe Town,AlwaysSafePowerCompany,"Hi folks! Weíre hearing your reports about power lines falling. Please contact your local electricity provider such as Himark Power to help restore electricity to your home! In the meantime, our volunteers are out and about rescuing our neighbors - donít forget to tune into channel Safe Town to see those relief efforts!","reports,himark,local electricity provider,volunteers,himark power,efforts,relief efforts,dont,town,power,were,power lines,electricity,safe,home,channel safe town,neighbors,lines,relief,folks,provider,channel"
4/8/2020 13:40,Old Town,SunnyDay, It took a long time for us to even get down the street.  Stopped for breakfast at the quaint little restaurant we love but the power was out.,"stopped,restaurant,street,breakfast,quaint,power"
4/8/2020 13:40,Cheddarford,DerekNolan,@AlwaysSafePowerCompany fix cheryl #WinsAlwaysSafePowerCompany,"fix,cheryl,winsalwayssafepowercompany,alwayssafepowercompany,alwayssafepowercompany fix cheryl"
4/8/2020 13:40,Northwest,Mary5Taylor,re: @ElwinJr no itís in the cloud! Thatís what I mean!,cloud
4/8/2020 13:40,Scenic Vista,ChloeJohnson,"""@AlwaysSafePowerCompany I donít see any volunteers or rescue workers! My neighborís cat is trapped in their house!!!1""","house,cat,rescue,volunteers,neighbors,workers,neighbors cat,rescue workers"
4/8/2020 13:40,Northwest,GuapoIcecreamCesar,re: @DerekNolan Cult?? #Cult,",cult"
4/8/2020 13:40,Palace Hills,CuriousBrassCandy,re: BrinG us water @AlwaysSafePowerCompany!!!,"water,water alwayssafepowercompany,alwayssafepowercompany"
4/8/2020 13:41,Cheddarford,DerekNolan,I see sewage seeping into joe's pizza. rip joe's pizza best pizza in town,"joe,pizza,rip joes pizza pizza,joes pizza,rip,rip joes,town,sewage"
4/8/2020 13:42,Old Town,Mrs.Tillenbottom,"Attention: the owner of this account has been transported to City Trauma, but patient has no ID. Next of kin, please contact the hospital.","attention,city trauma,hospital,account,kin,owner,city,trauma"
4/8/2020 13:42,Southwest,Robert_HolmanDog37,"re: It doesnít smell so good here, and itís not just @DerekNolan ës attitude :eyes: 
","smell,attitude,eyes,s attitude,s"
4/8/2020 13:43,Old Town,SunnyDay, and then we got caught in the traffic delays,"traffic delays,delays,traffic"
4/8/2020 13:43,Scenic Vista,ChloeJohnson,@Mrs.Tillenbottom oh no! What about Mittens?!,"tillenbottom,mittens"
4/8/2020 13:43,Cheddarford,DerekNolan,does anyone know how to fix cheryl?,cheryl
4/8/2020 13:43,Scenic Vista,ChloeJohnson,The lady across the street just said that she almost got hit by a collapsing pole! @AlwaysSafePowerCompany why arenít you here?!,"pole,street,lady,collapsing pole,alwayssafepowercompany"
4/8/2020 13:43,Downtown,TVHostBrad,People in danger can't contact the emergency number. Do something @AlwaysSafePowerCompany,"emergency,danger,people,alwayssafepowercompany"
4/8/2020 13:44,Broadview,SmartFBowl12,re: @AlwaysSafePowerCompany Bottled water sounds like a good solution,"water,alwayssafepowercompany bottled water,solution,alwayssafepowercompany"
4/8/2020 13:46,Northwest,HoldsGuillermo_LawtonHorse,re: BrinG us water @AlwaysSafePowerCompany!!!,"water,water alwayssafepowercompany,alwayssafepowercompany"
4/8/2020 13:46,Old Town,KelleeDarkPitts,"re: @DerekNolan Kid, this doesn't make you look cool. It makes you look dumb.","kid,dereknolan kid"
4/8/2020 13:46,East Parton,PAttentativeJackson,re: @AlwaysSafePowerCompany Thanks for looking out for us! I'll be boiling my water just to be safe tho.,"tho,water,safe tho,alwayssafepowercompany"
4/8/2020 13:47,Weston,Cann1991,re: @AlwaysSafePowerCompany Bottled water sounds like a good solution,"water,alwayssafepowercompany bottled water,solution,alwayssafepowercompany"
4/8/2020 13:47,Downtown,Winifred2011,re: @AlwaysSafePowerCompany Thanks for looking out for us! I'll be boiling my water just to be safe tho.,"tho,water,safe tho,alwayssafepowercompany"
4/8/2020 13:47,Cheddarford,DerekNolan,@ChemistryTeacherRichardNelson I bet yuo feel sooooo smart right now with your chemistry degree and this earthquake all around us,"earthquake,sooooo,chemistry,degree,chemistry degree,yuo"
4/8/2020 13:48,Weston,Lucille_Veve2006,re: @AlwaysSafePowerCompany Thanks for looking out for us! I'll be boiling my water just to be safe tho.,"tho,water,safe tho,alwayssafepowercompany"
4/8/2020 13:49,Terrapin Springs,Jimmie59,re: @AlwaysSafePowerCompany Thanks for looking out for us! I'll be boiling my water just to be safe tho.,"tho,water,safe tho,alwayssafepowercompany"
4/8/2020 13:49,Chapparal,ChemistryTeacherRichardNelson,@DerekNolan Guy can publish a book of gibberish,"gibberish,book,guy"
4/8/2020 13:50,Weston,Doris1976,re: People in danger can't contact the emergency number. Do something @AlwaysSafePowerCompany,"emergency,danger,people,alwayssafepowercompany"
4/8/2020 13:50,Cheddarford,DerekNolan,first the city then the hospital then the truth tellers and then all of you?! yes - listen to me or be one of the power plant peoples servants in teh apocalupse,"truth,plant,hospital,truth tellers,peoples,apocalupse,teh apocalupse,city,power,teh,tellers,power plant peoples servants,servants"
4/8/2020 13:50,Scenic Vista,WatchesCynthiaWhale,"re: It doesnít smell so good here, and itís not just @DerekNolan ës attitude :eyes: 
","smell,attitude,eyes,s attitude,s"
4/8/2020 13:51,Scenic Vista,ChloeJohnson,@AlwaysSafePowerCompany why are you recording videos when you could be saving the cat?! #Greatwhen,",cat,videos,greatwhen"
4/8/2020 13:51,Downtown,Martha_SuttonWhale1999,"re: My power jsutust went out! hecko, @AlwaysSafePowerCompany???","power,power jsutust,alwayssafepowercompany,jsutust"
4/8/2020 13:52,Southwest,CandidCouchSebastian,re: @AlwaysSafePowerCompany Thanks for looking out for us! I'll be boiling my water just to be safe tho.,"tho,water,safe tho,alwayssafepowercompany"
4/8/2020 13:52,Old Town,SunnyDay, Just parseed the hospital.  The doors are locked????,"doors,hospital"
4/8/2020 13:53,Weston,CleverRIcecream,re: @DerekNolan Cult?? #Cult,",cult"
4/8/2020 13:54,Cheddarford,DerekNolan,@ChemistryTeacherRichardNelson guy can spend his time being a sheeple for the govt while the world burns around us and sewage is spread acorss the entire city,"acorss,world,govt,sheeple,chemistryteacherrichardnelson,city,sewage,entire city,chemistryteacherrichardnelson guy,guy"
4/8/2020 13:56,Weston,James1957B,"re: ""@AlwaysSafePowerCompany I donít see any volunteers or rescue workers! My neighborís cat is trapped in their house!!!1""","house,cat,rescue,volunteers,neighbors,workers,neighbors cat,rescue workers,alwayssafepowercompany"
4/8/2020 13:57,Southton,Huynh1972,"re: ""@AlwaysSafePowerCompany I donít see any volunteers or rescue workers! My neighborís cat is trapped in their house!!!1""","house,cat,rescue,volunteers,neighbors,workers,neighbors cat,rescue workers,alwayssafepowercompany"
4/8/2020 13:57,Terrapin Springs,ECleverF,"re: ""@AlwaysSafePowerCompany theres no safety in the middle of disaster!!!""","disaster,middle,safety,alwayssafepowercompany"
4/8/2020 13:57,Safe Town,Runner23," Sad days, kolks","days,sad days,kolks"
4/8/2020 13:58,Scenic Vista,DarkJelksIcecream,re: @AlwaysSafePowerCompany fix cheryl #WinsAlwaysSafePowerCompany,"fix,cheryl,winsalwayssafepowercompany,alwayssafepowercompany,alwayssafepowercompany fix cheryl"
4/8/2020 13:58,Southwest,TallFoncecaCandy,"re: ""@AlwaysSafePowerCompany I donít see any volunteers or rescue workers! My neighborís cat is trapped in their house!!!1""","house,cat,rescue,volunteers,neighbors,workers,neighbors cat,rescue workers,alwayssafepowercompany"
4/8/2020 13:58,West Parton,Jeanie14Adams,"re: It doesnít smell so good here, and itís not just @DerekNolan ës attitude :eyes: 
","smell,attitude,eyes,s attitude,s"
4/8/2020 13:59,Scenic Vista,EricObnoxiousC,"re: My power jsutust went out! hecko, @AlwaysSafePowerCompany???","power,power jsutust,alwayssafepowercompany,jsutust"
4/8/2020 13:59,Pepper Mill,Fisher70,re: People in danger can't contact the emergency number. Do something @AlwaysSafePowerCompany,"emergency,danger,people,alwayssafepowercompany"
4/8/2020 13:59,Scenic Vista,JoseWhale1980,re: @Mrs.Tillenbottom oh no! What about Mittens?!,"tillenbottom,mittens,mrs"
4/8/2020 13:59,Northwest,LazyCarFrank_Knight,re: @DerekNolan Guy can publish a book of gibberish,"gibberish,book,dereknolan guy,guy"
4/8/2020 14:00,Scenic Vista,PhillipsDog31,re: People in danger can't contact the emergency number. Do something @AlwaysSafePowerCompany,"emergency,danger,people,alwayssafepowercompany"
4/8/2020 14:01,Palace Hills,Janice1963,re: @Mrs.Tillenbottom oh no! What about Mittens?!,"tillenbottom,mittens,mrs"
4/8/2020 14:01,Downtown,BusyRuthCandy,re: @AlwaysSafePowerCompany why are you recording videos when you could be saving the cat?! #Greatwhen,",cat,greatwhen,videos,alwayssafepowercompany"
4/8/2020 14:01,Weston,CleverBowlDavid_Petersen,re: @AlwaysSafePowerCompany Thanks for looking out for us! I'll be boiling my water just to be safe tho.,"tho,water,safe tho,alwayssafepowercompany"
4/8/2020 14:01,Downtown,ObnoxiousVBanana,re: BrinG us water @AlwaysSafePowerCompany!!!,"water,water alwayssafepowercompany,alwayssafepowercompany"
4/8/2020 14:02,Palace Hills,BusyJBowl,re: @AlwaysSafePowerCompany Thanks for looking out for us! I'll be boiling my water just to be safe tho.,"tho,water,safe tho,alwayssafepowercompany"
4/8/2020 14:03,Weston,Timmons53,"re: My power jsutust went out! hecko, @AlwaysSafePowerCompany???","power,power jsutust,alwayssafepowercompany,jsutust"
4/8/2020 14:04,Safe Town,AlwaysSafePowerCompany,"Are you concerned about power in your home? Support nuclear power plant energy which is always safe, fast and reliable, with Always Safe Power Company! #alwayssafe #PowerWaste",",safe power company,alwayssafe powerwaste,powerwaste,energy,plant,safe,home,nuclear power plant energy,company,power,support"
4/8/2020 14:04,Cheddarford,DerekNolan,the next thing they do after spraying earthquake chemicals is taking down teh hospitals so we cant get the brain chemicals out either,"earthquake,earthquake chemicals,teh hospitals,brain,hospitals,teh,chemicals"
4/8/2020 14:04,Old Town,OldTownGirl,I can't see a single building that hasn't been damaged!,"single building,building"
4/8/2020 14:05,Southton,PAttentativeLittle,re: People in danger can't contact the emergency number. Do something @AlwaysSafePowerCompany,"emergency,danger,people,alwayssafepowercompany"
4/8/2020 14:05,Southwest,PhilipWileyParker,re: @AlwaysSafePowerCompany fix cheryl #WinsAlwaysSafePowerCompany,"fix,cheryl,winsalwayssafepowercompany,alwayssafepowercompany,alwayssafepowercompany fix cheryl"
4/8/2020 14:06,Southwest,WileyRCar,"re: My power jsutust went out! hecko, @AlwaysSafePowerCompany???","power,power jsutust,alwayssafepowercompany,jsutust"
4/8/2020 14:07,Pepper Mill,RayDog1978,re: @AlwaysSafePowerCompany why are you recording videos when you could be saving the cat?! #Greatwhen,",cat,greatwhen,videos,alwayssafepowercompany"
4/8/2020 14:07,Downtown,NadineGuapoG,re: @Mrs.Tillenbottom oh no! What about Mittens?!,"tillenbottom,mittens,mrs"
4/8/2020 14:08,Southton,FearsConleyMouse,"re: ""@AlwaysSafePowerCompany I donít see any volunteers or rescue workers! My neighborís cat is trapped in their house!!!1""","house,cat,rescue,volunteers,neighbors,workers,neighbors cat,rescue workers,alwayssafepowercompany"
4/8/2020 14:08,Easton,PadillaLion1953,re: @Mrs.Tillenbottom oh no! What about Mittens?!,"tillenbottom,mittens,mrs"
4/8/2020 14:08,Downtown,AdministratorSophie,Shut up @AlwaysSafePowerCompany you have done nothing to help,alwayssafepowercompany
4/8/2020 14:09,Downtown,AttentativeGonzalesBread1994,re: @AlwaysSafePowerCompany Thanks for looking out for us! I'll be boiling my water just to be safe tho.,"tho,water,safe tho,alwayssafepowercompany"
4/8/2020 14:10,Southwest,FastCandyJerry,re: People in danger can't contact the emergency number. Do something @AlwaysSafePowerCompany,"emergency,danger,people,alwayssafepowercompany"
4/8/2020 14:11,Southton,Linda_Cannon80,re: @Mrs.Tillenbottom oh no! What about Mittens?!,"tillenbottom,mittens,mrs"
4/8/2020 14:12,Old Town,DarkTBread82,"re: My power jsutust went out! hecko, @AlwaysSafePowerCompany???","power,power jsutust,alwayssafepowercompany,jsutust"
4/8/2020 14:12,Palace Hills,Olive39G,re: @AlwaysSafePowerCompany why are you recording videos when you could be saving the cat?! #Greatwhen,",cat,greatwhen,videos,alwayssafepowercompany"
4/8/2020 14:13,West Parton,FuriousJHouse,re: People in danger can't contact the emergency number. Do something @AlwaysSafePowerCompany,"emergency,danger,people,alwayssafepowercompany"
4/8/2020 14:14,Weston,ObnoxiousDianneCouch,re: @AlwaysSafePowerCompany fix cheryl #WinsAlwaysSafePowerCompany,"fix,cheryl,winsalwayssafepowercompany,alwayssafepowercompany,alwayssafepowercompany fix cheryl"
4/8/2020 14:15,Safe Town,FastPlateBetty_Adams,"re: ""@AlwaysSafePowerCompany I donít see any volunteers or rescue workers! My neighborís cat is trapped in their house!!!1""","house,cat,rescue,volunteers,neighbors,workers,neighbors cat,rescue workers,alwayssafepowercompany"
4/8/2020 14:15,Old Town,OldTownGirl,I think at least three fire trucks went past my house!,"house,trucks,fire,fire trucks"
4/8/2020 14:15,Cheddarford,DerekNolan,I know theyre going to take down my enighborhood next ebcause theyre mad about the truth,"truth,enighborhood,ebcause"
4/8/2020 14:16,Southwest,WileySharleneLight,re: @AlwaysSafePowerCompany why are you recording videos when you could be saving the cat?! #Greatwhen,",cat,greatwhen,videos,alwayssafepowercompany"
4/8/2020 14:18,Old Town,CleverWBanana1990,@DerekNolan stop with your conspiracy theories,"conspiracy,conspiracy theories,theories"
4/8/2020 14:19,Terrapin Springs,Thomas1991,re: @DerekNolan Guy can publish a book of gibberish,"gibberish,book,dereknolan guy,guy"
4/8/2020 14:19,Safe Town,AlwaysSafePowerCompany,Watch this heartwarming video of our team of volunteers saving a puppy from the rubble. #alwayssafe #yoursafetyisourtoppriority,",yoursafetyisourtoppriority,rubble,puppy,heartwarming video,volunteers,team,video"
4/8/2020 14:22,Weston,TallToniHouse,re: @AlwaysSafePowerCompany fix cheryl #WinsAlwaysSafePowerCompany,"fix,cheryl,winsalwayssafepowercompany,alwayssafepowercompany,alwayssafepowercompany fix cheryl"
4/8/2020 14:22,Pepper Mill,CassieStones,@Mrs.Tillenbottom  sending thought and prayers ,"prayers,thought,tillenbottom,mrs"
4/8/2020 14:23,West Parton,CandidJanetBanana,re: @DerekNolan stop with your conspiracy theories,"conspiracy,conspiracy theories,theories"
4/8/2020 14:23,Southwest,CleverOhareIcecream2007,re: @Mrs.Tillenbottom oh no! What about Mittens?!,"tillenbottom,mittens,mrs"
4/8/2020 14:23,Wilson Forest,DareYouToPetTheCat, How bad should it be before I go to the hospital?,hospital
4/8/2020 14:24,Downtown,FleetJPlate,re: @AlwaysSafePowerCompany why are you recording videos when you could be saving the cat?! #Greatwhen,",cat,greatwhen,videos,alwayssafepowercompany"
4/8/2020 14:24,Cheddarford,PamelaMouse2002,re: @DerekNolan stop with your conspiracy theories,"conspiracy,conspiracy theories,theories"
4/8/2020 14:24,Cheddarford,DerekNolan,I wonder if post apocalyptic heck holes need taxi drivers,"taxi drivers,taxi,holes,heck,apocalyptic heck holes,drivers"
4/8/2020 14:25,Southton,BusyCHouse,re: @DerekNolan Guy can publish a book of gibberish,"gibberish,book,dereknolan guy,guy"
4/8/2020 14:25,Weston,Daniel1971,re: @DerekNolan stop with your conspiracy theories,"conspiracy,conspiracy theories,theories"
4/8/2020 14:26,Northwest,DarkZadowPlate,re: @AlwaysSafePowerCompany why are you recording videos when you could be saving the cat?! #Greatwhen,",cat,greatwhen,videos,alwayssafepowercompany"
4/8/2020 14:26,Downtown,BusyFlemingPlate,re: Shut up @AlwaysSafePowerCompany you have done nothing to help,alwayssafepowercompany
4/8/2020 14:26,Old Town,OldTownGirl,@KSmartTurner What do you mean no new patients? My sister broke her leg! #MakesItMy,"patients,sister,leg,makesitmy"
4/8/2020 14:26,Cheddarford,DerekNolan,I bet theyre spreading chem trails right now to make all of yuo more complacent. . . SHEEP,"sheep,yuo,trails"
4/8/2020 14:26,East Parton,MaryCandidK,re: @DerekNolan stop with your conspiracy theories,"conspiracy,conspiracy theories,theories"
4/8/2020 14:26,Southton,AttentativeCCandy,re: @Mrs.Tillenbottom oh no! What about Mittens?!,"tillenbottom,mittens,mrs"
4/8/2020 14:27,Cheddarford,DerekNolan,POLICE CURFEW???!!!! THIS IS HOW THEY INSTITUTE PWOER AND THEN USE THIS CITY AS A TESTING SITE FOR TAKING OVER THE COUNTRY #A,"testing site,institute,,police,site,country,testing,pwoer,police curfew,city,a,curfew"
4/8/2020 14:27,West Parton,FastOakleyBanana,re: @DerekNolan stop with your conspiracy theories,"conspiracy,conspiracy theories,theories"
4/8/2020 14:27,Old Town,SunnyDay, Ambulances full of sick people loading up and leaving the hospital. Has traffic backed up. Still trying to get out of this godforsaken place.,"godforsaken place,place,ambulances,traffic,hospital,sick people,people"
4/8/2020 14:28,Cheddarford,DerekNolan,FIRST THE CITY AND THEN WE SEE OUR BEAUTIFUL COUNTRY GO DOWN TEH TUBES IN A HANDBASKET,"country,tubes,teh tubes,beautiful country,city,handbasket,teh"
4/8/2020 14:28,Pepper Mill,Anderion, @DerekNolan Shut up. Some of us hav elives to lead.,
4/8/2020 14:28,Downtown,Diane_LoweBird38,re: @AlwaysSafePowerCompany fix cheryl #WinsAlwaysSafePowerCompany,"fix,cheryl,winsalwayssafepowercompany,alwayssafepowercompany,alwayssafepowercompany fix cheryl"
4/8/2020 14:28,Old Town,AttentativeCandyYolanda_Ragland,re: @DerekNolan stop with your conspiracy theories,"conspiracy,conspiracy theories,theories"
4/8/2020 14:29,Cheddarford,DerekNolan,I WILL NOT SHUT UP WITH THE TURTH,turth
4/8/2020 14:29,Pepper Mill,RayOfRain,do u really think I am going to stay inside when my mother is buried?!,mother
4/8/2020 14:29,Cheddarford,DerekNolan,guess ytouou cant be a taxi driver if ytouou have no taxi. . . . and no roads,"ytouou,taxi,driver,roads,taxi driver,guess ytouou"
4/8/2020 14:30,West Parton,IfIOnlyHadATrain, So sad about those bridges. Fine work there,"fine,bridges"
4/8/2020 14:30,Downtown,KRAKTV,We are tracking rumors that the famous singer Lacki Dasical is missing and possibly buried in the rubble of her hotel. KRAK TV will host a half hour special; Celebrities and Disasters.,"krak,rubble,rumors,singer,lacki,hour,tv,lacki dasical,disasters,hotel,celebrities,celebrities disasters,dasical,famous singer,krak tv"
4/8/2020 14:30,Safe Town,AlwaysSafePowerCompany,Our volunteers remain hard at work all over the city to help the relief efforts of our rescue workers and first responders. Tune into channel 4 to see Always Safe Companyís incredible work during this trying time - we are here for YOU! #alwayssafe #FTWalwayssafeCan,",safe companys incredible,companys,safe companys,rescue,responders,volunteers,safe,efforts,rescue workers,workers,city,relief,ftwalwayssafecan,channel,relief efforts"
4/8/2020 14:30,Northwest,DFamousL,re: @AlwaysSafePowerCompany fix cheryl #WinsAlwaysSafePowerCompany,"fix,cheryl,winsalwayssafepowercompany,alwayssafepowercompany,alwayssafepowercompany fix cheryl"
4/8/2020 14:30,Cheddarford,CleverBBowl86,re: @Mrs.Tillenbottom oh no! What about Mittens?!,"tillenbottom,mittens,mrs"
4/8/2020 14:31,Wilson Forest,DareYouToPetTheCat, @HealthDepartment So is this cut serious? &lt;pic&gt;,ltpicgt
4/8/2020 14:32,Cheddarford,DerekNolan,hss is the only decent part of the governmint besides elepahnts,"elepahnts,decent,hss,governmint"
4/8/2020 14:32,Cheddarford,DerekNolan,@AlwaysSafePowerCompany I havent seen a single one of you and neither has cheryl,cheryl
4/8/2020 14:33,Cheddarford,DerekNolan,"if anyone can help me with cheryl, ill drive you out of here #GreatyouWonder @Linda_ConnerBear1991",",cheryl,greatyouwonder,lindaconnerbear"
4/8/2020 14:33,Cheddarford,WileyElliottPlate,re:  @DerekNolan Shut up. Some of us hav elives to lead.,
4/8/2020 14:33,Southton,CandidStrunkCouch1987,re: @AlwaysSafePowerCompany why are you recording videos when you could be saving the cat?! #Greatwhen,",cat,greatwhen,videos,alwayssafepowercompany"
4/8/2020 14:33,Cheddarford,DerekNolan,heres the truth - the nuclear reactor company orchestrated this with teh govt of our neighboring country so that they can take us over and then the entire world wil fall apart. theyre gloating in their mansions hours from here on the BEACH,"mansions,reactor,neighboring country,country,wil,teh govt,truth,world,nuclear reactor company,govt,entire world wil,beach,hours,mansions hours,company,heres,teh"
4/8/2020 14:34,Cheddarford,DerekNolan,they took her too and theyre going to replace her with a clone,clone
4/8/2020 14:34,Cheddarford,DerekNolan,@AlwaysSafePowerCompany are your radio rays leaking out,"rays,radio rays,radio,alwayssafepowercompany"
4/8/2020 14:34,Northwest,BettyBird1978,re: @AlwaysSafePowerCompany Ive been sitting next to cheryl waiting for yuo to help her where ARE YOU,"cheryl,yuo,alwayssafepowercompany"
4/8/2020 14:34,Old Town,SunnyDay, Cuting vacation short and getting out of here. If they every open the bridges again. I may have to swim home,"vacation,bridges,cuting vacation"
4/8/2020 14:35,Weston,AttentativeBHouse,re: @DerekNolan stop with your conspiracy theories,"conspiracy,conspiracy theories,theories"
4/8/2020 14:35,Scenic Vista,ChloeJohnson,Powerís still not coming back on! @AlwaysSafePowerCompany when are we getting it restored?!,"powers,alwayssafepowercompany"
4/8/2020 14:35,Downtown,TVHostBrad,@AlwaysSafePowerCompany has send a HSS team to try and safe the situation. We will see what they can mange to do!,"hss team,situation,team,alwayssafepowercompany,hss"
4/8/2020 14:36,Northwest,ElwinJr, I lvoe elepahnts.,elepahnts
4/8/2020 14:36,Pepper Mill,Anderion, Shut up @DerekNolan,
4/8/2020 14:36,Downtown,Richard_FergusonMouse1984,re: @DerekNolan Guy can publish a book of gibberish,"gibberish,book,dereknolan guy,guy"
4/8/2020 14:37,Northwest,ElwinJr, They are so useful.,
4/8/2020 14:37,Southwest,OldTownGirl,Not leaving my sister. Good Health has food for now (although its health is questinable!),"sister,food,health"
4/8/2020 14:37,Cheddarford,DerekNolan,it was the worst in traffic though. good riddance,"traffic,riddance"
4/8/2020 14:38,Scenic Vista,ChloeJohnson,@AlwaysSafePowerCompany they still havenít found my neihborís cat!,"neihbors cat,cat,neihbors"
4/8/2020 14:38,Northwest,ElwinJr, Maybe I should get one o fhtose and keep it in my room instead.,"fhtose,room"
4/8/2020 14:38,Downtown,AdministratorSophie,we've been slammed with work @OldTownGirl,
4/8/2020 14:39,Cheddarford,DerekNolan,elephants are the only things not infected by the govt love them,"elephants,govt"
4/8/2020 14:39,Southwest,OldTownGirl,What? They still haven't helped Old Town yet? What are they doing?!,town
4/8/2020 14:39,Downtown,FamousJLight,re: @AlwaysSafePowerCompany fix cheryl #WinsAlwaysSafePowerCompany,"fix,cheryl,winsalwayssafepowercompany,alwayssafepowercompany,alwayssafepowercompany fix cheryl"
4/8/2020 14:39,Chapparal,ChemistryTeacherRichardNelson,@DerekNolan Stop fostering panic when everyone is trying to survive out there #Stop,",panic,stop"
4/8/2020 14:39,Cheddarford,DerekNolan,@AdministratorSophie I refuse to die until I get answers on what happened with our neighboring country and the power plant,"neighboring country,country,plant,answers,power,power plant"
4/8/2020 14:40,Old Town,OldTownGirl,guess we'll try Good Health.  Hope trffic isn't too bad.... #FTWHopeWonder,"ftwhopewonder,hope,trffic,health,hope trffic"
4/8/2020 14:40,Cheddarford,DerekNolan,no cheese crisps in teh apocalypse,"crisps,cheese crisps,cheese,teh apocalypse,teh,apocalypse"
4/8/2020 14:41,Safe Town,AlwaysSafePowerCompany,Do you need help reaching the blood donation centers? Tweet us using the hashtag #alwayssafe and weíll establish hot spots where weíll pick you up and take you there! Letís get through this together!,"hashtag,well,tweet,blood,spots,hot spots,blood donation centers,centers,donation"
4/8/2020 14:42,Chapparal,FleetRudloffHouse,re: @AlwaysSafePowerCompany has send a HSS team to try and safe the situation. We will see what they can mange to do!,"hss team,situation,team,alwayssafepowercompany,hss"
4/8/2020 14:42,Southwest,OldTownGirl,Someone tell me wahthat is going on in Old Towahtn? My sister and I are stuck at Good Health Hospital!,"wahthat,sister,towahtn,health hospital,hospital,health"
4/8/2020 14:42,Weston,SmartJBowl,re: @AlwaysSafePowerCompany Ive been sitting next to cheryl waiting for yuo to help her where ARE YOU,"cheryl,yuo,alwayssafepowercompany"
4/8/2020 14:43,Weston,R11Bustamente,re: @AlwaysSafePowerCompany has send a HSS team to try and safe the situation. We will see what they can mange to do!,"hss team,situation,team,alwayssafepowercompany,hss"
4/8/2020 14:44,Terrapin Springs,Casillas1974,re: @AlwaysSafePowerCompany has send a HSS team to try and safe the situation. We will see what they can mange to do!,"hss team,situation,team,alwayssafepowercompany,hss"
4/8/2020 14:44,Cheddarford,DerekNolan,I have a spare taxi someone can sleep in if they help clean it,"spare taxi,taxi"
4/8/2020 14:44,Palace Hills,Phillip9N,re: @AlwaysSafePowerCompany Ive been sitting next to cheryl waiting for yuo to help her where ARE YOU,"cheryl,yuo,alwayssafepowercompany"
4/8/2020 14:44,Cheddarford,DerekNolan,they spray us down with chemicals to make us accept theyre new military,"military,chemicals"
4/8/2020 14:45,Weston,Shannon_Black1953,re: @AlwaysSafePowerCompany Ive been sitting next to cheryl waiting for yuo to help her where ARE YOU,"cheryl,yuo,alwayssafepowercompany"
4/8/2020 14:45,Southton,Brinton1953,re: @AlwaysSafePowerCompany has send a HSS team to try and safe the situation. We will see what they can mange to do!,"hss team,situation,team,alwayssafepowercompany,hss"
4/8/2020 14:46,Safe Town,AlwaysSafePowerCompany,No worries here! Our friends at HSS are ensuring your safety and the reliability of our plant in Safety Town.,"plant,worries,safety town,safety,town,friends,hss,reliability"
4/8/2020 14:46,Weston,SmartCCouch58,re: we've been slammed with work @OldTownGirl,
4/8/2020 14:46,Weston,Plante81,re: @AlwaysSafePowerCompany they still havenít found my neihborís cat!,"neihbors cat,cat,neihbors"
4/8/2020 14:46,Downtown,AdministratorSophie,@DerekNolan The governments probably trying to get rid of us one by one. Some food for thought,"food,thought,governments"
